date,STATE,Abnormal_Weather,State_Partisan_Learning,google_search_climate,google_search_hoax
12/1/2007,PENNSYLVANIA,3,Competitive,21,13
1/1/2008,PENNSYLVANIA,0,Competitive,17,0
2/1/2008,PENNSYLVANIA,0,Competitive,20,0
3/1/2008,PENNSYLVANIA,4,Competitive,19,0
4/1/2008,PENNSYLVANIA,0,Competitive,25,11
5/1/2008,PENNSYLVANIA,0,Competitive,21,0
6/1/2008,PENNSYLVANIA,5,Competitive,11,0
7/1/2008,PENNSYLVANIA,3,Competitive,12,0
8/1/2008,PENNSYLVANIA,0,Competitive,9,0
9/1/2008,PENNSYLVANIA,2,Competitive,19,11
10/1/2008,PENNSYLVANIA,2,Competitive,30,10
11/1/2008,PENNSYLVANIA,0,Competitive,24,0
12/1/2008,PENNSYLVANIA,1,Competitive,19,0
1/1/2009,PENNSYLVANIA,0,Competitive,14,11
2/1/2009,PENNSYLVANIA,2,Competitive,23,11
3/1/2009,PENNSYLVANIA,0,Competitive,28,10
4/1/2009,PENNSYLVANIA,1,Competitive,27,10
5/1/2009,PENNSYLVANIA,4,Competitive,16,0
6/1/2009,PENNSYLVANIA,4,Competitive,19,0
7/1/2009,PENNSYLVANIA,2,Competitive,14,12
8/1/2009,PENNSYLVANIA,7,Competitive,12,0
9/1/2009,PENNSYLVANIA,0,Competitive,25,0
10/1/2009,PENNSYLVANIA,4,Competitive,37,10
11/1/2009,PENNSYLVANIA,0,Competitive,43,21
12/1/2009,PENNSYLVANIA,2,Competitive,50,10
1/1/2010,PENNSYLVANIA,3,Competitive,32,20
2/1/2010,PENNSYLVANIA,0,Competitive,31,15
3/1/2010,PENNSYLVANIA,3,Competitive,28,10
4/1/2010,PENNSYLVANIA,0,Competitive,29,0
5/1/2010,PENNSYLVANIA,1,Competitive,28,0
6/1/2010,PENNSYLVANIA,1,Competitive,10,0
7/1/2010,PENNSYLVANIA,3,Competitive,15,0
8/1/2010,PENNSYLVANIA,0,Competitive,15,0
9/1/2010,PENNSYLVANIA,0,Competitive,23,10
10/1/2010,PENNSYLVANIA,6,Competitive,22,0
11/1/2010,PENNSYLVANIA,0,Competitive,24,0
12/1/2010,PENNSYLVANIA,2,Competitive,19,0
1/1/2011,PENNSYLVANIA,0,Competitive,14,5
2/1/2011,PENNSYLVANIA,1,Competitive,22,6
3/1/2011,PENNSYLVANIA,5,Competitive,21,0
4/1/2011,PENNSYLVANIA,3,Competitive,23,0
5/1/2011,PENNSYLVANIA,2,Competitive,18,0
6/1/2011,PENNSYLVANIA,3,Competitive,10,6
7/1/2011,PENNSYLVANIA,6,Competitive,9,0
8/1/2011,PENNSYLVANIA,10,Competitive,11,0
9/1/2011,PENNSYLVANIA,13,Competitive,16,0
10/1/2011,PENNSYLVANIA,0,Competitive,15,0
11/1/2011,PENNSYLVANIA,0,Competitive,24,5
12/1/2011,PENNSYLVANIA,1,Competitive,25,0
1/1/2012,PENNSYLVANIA,0,Competitive,15,4
2/1/2012,PENNSYLVANIA,0,Competitive,16,4
3/1/2012,PENNSYLVANIA,1,Competitive,24,4
4/1/2012,PENNSYLVANIA,0,Competitive,25,4
5/1/2012,PENNSYLVANIA,3,Competitive,17,4
6/1/2012,PENNSYLVANIA,3,Competitive,11,0
7/1/2012,PENNSYLVANIA,8,Competitive,12,4
8/1/2012,PENNSYLVANIA,1,Competitive,9,0
9/1/2012,PENNSYLVANIA,3,Competitive,19,4
10/1/2012,PENNSYLVANIA,3,Competitive,19,0
11/1/2012,PENNSYLVANIA,0,Competitive,30,4
12/1/2012,PENNSYLVANIA,0,Competitive,23,4
1/1/2013,PENNSYLVANIA,0,Competitive,17,4
2/1/2013,PENNSYLVANIA,0,Competitive,20,4
3/1/2013,PENNSYLVANIA,0,Competitive,18,7
4/1/2013,PENNSYLVANIA,0,Competitive,27,3
5/1/2013,PENNSYLVANIA,3,Competitive,20,4
6/1/2013,PENNSYLVANIA,14,Competitive,17,0
7/1/2013,PENNSYLVANIA,14,Competitive,9,0
8/1/2013,PENNSYLVANIA,3,Competitive,12,0
9/1/2013,PENNSYLVANIA,2,Competitive,21,19
10/1/2013,PENNSYLVANIA,0,Competitive,22,7
11/1/2013,PENNSYLVANIA,0,Competitive,24,3
12/1/2013,PENNSYLVANIA,0,Competitive,19,3
1/1/2014,PENNSYLVANIA,0,Competitive,21,5
2/1/2014,PENNSYLVANIA,0,Competitive,26,5
3/1/2014,PENNSYLVANIA,1,Competitive,23,3
4/1/2014,PENNSYLVANIA,0,Competitive,38,6
5/1/2014,PENNSYLVANIA,0,Competitive,39,11
6/1/2014,PENNSYLVANIA,8,Competitive,19,6
7/1/2014,PENNSYLVANIA,1,Competitive,16,0
8/1/2014,PENNSYLVANIA,2,Competitive,12,4
9/1/2014,PENNSYLVANIA,1,Competitive,42,8
10/1/2014,PENNSYLVANIA,0,Competitive,31,7
11/1/2014,PENNSYLVANIA,0,Competitive,33,7
12/1/2014,PENNSYLVANIA,0,Competitive,25,0
1/1/2015,PENNSYLVANIA,0,Competitive,23,0
2/1/2015,PENNSYLVANIA,0,Competitive,35,3
3/1/2015,PENNSYLVANIA,3,Competitive,38,3
4/1/2015,PENNSYLVANIA,0,Competitive,40,6
5/1/2015,PENNSYLVANIA,2,Competitive,33,3
6/1/2015,PENNSYLVANIA,12,Competitive,27,0
7/1/2015,PENNSYLVANIA,4,Competitive,15,4
8/1/2015,PENNSYLVANIA,0,Competitive,19,4
9/1/2015,PENNSYLVANIA,4,Competitive,38,4
10/1/2015,PENNSYLVANIA,0,Competitive,45,4
11/1/2015,PENNSYLVANIA,0,Competitive,44,12
12/1/2015,PENNSYLVANIA,0,Competitive,61,11
1/1/2016,PENNSYLVANIA,1,Competitive,26,6
2/1/2016,PENNSYLVANIA,1,Competitive,37,6
3/1/2016,PENNSYLVANIA,0,Competitive,39,11
4/1/2016,PENNSYLVANIA,0,Competitive,47,4
5/1/2016,PENNSYLVANIA,0,Competitive,37,3
6/1/2016,PENNSYLVANIA,1,Competitive,16,0
7/1/2016,PENNSYLVANIA,1,Competitive,17,3
8/1/2016,PENNSYLVANIA,4,Competitive,18,6
9/1/2016,PENNSYLVANIA,2,Competitive,37,12
10/1/2016,PENNSYLVANIA,1,Competitive,43,10
11/1/2016,PENNSYLVANIA,0,Competitive,69,32
12/1/2016,PENNSYLVANIA,1,Competitive,49,5
1/1/2017,PENNSYLVANIA,0,Competitive,58,11
2/1/2017,PENNSYLVANIA,0,Competitive,53,11
3/1/2017,PENNSYLVANIA,1,Competitive,55,6
4/1/2017,PENNSYLVANIA,0,Competitive,61,9
5/1/2017,PENNSYLVANIA,3,Competitive,50,5
6/1/2017,PENNSYLVANIA,6,Competitive,56,14
7/1/2017,PENNSYLVANIA,15,Competitive,21,4
8/1/2017,PENNSYLVANIA,3,Competitive,22,3
9/1/2017,PENNSYLVANIA,0,Competitive,51,9
10/1/2017,PENNSYLVANIA,0,Competitive,37,5
11/1/2017,PENNSYLVANIA,0,Competitive,34,7
12/1/2017,PENNSYLVANIA,0,Competitive,34,4
1/1/2004,RHODE.ISLAND,0,Liberal,0,0
2/1/2004,RHODE.ISLAND,0,Liberal,44,0
3/1/2004,RHODE.ISLAND,0,Liberal,54,0
4/1/2004,RHODE.ISLAND,0,Liberal,0,0
5/1/2004,RHODE.ISLAND,0,Liberal,38,0
6/1/2004,RHODE.ISLAND,0,Liberal,0,0
7/1/2004,RHODE.ISLAND,0,Liberal,86,0
8/1/2004,RHODE.ISLAND,0,Liberal,0,0
9/1/2004,RHODE.ISLAND,0,Liberal,34,0
10/1/2004,RHODE.ISLAND,0,Liberal,0,0
11/1/2004,RHODE.ISLAND,0,Liberal,0,0
12/1/2004,RHODE.ISLAND,0,Liberal,0,0
1/1/2005,RHODE.ISLAND,0,Liberal,0,0
2/1/2005,RHODE.ISLAND,0,Liberal,28,0
3/1/2005,RHODE.ISLAND,1,Liberal,0,0
4/1/2005,RHODE.ISLAND,0,Liberal,0,0
5/1/2005,RHODE.ISLAND,0,Liberal,24,0
6/1/2005,RHODE.ISLAND,0,Liberal,27,0
7/1/2005,RHODE.ISLAND,0,Liberal,0,0
8/1/2005,RHODE.ISLAND,1,Liberal,26,0
9/1/2005,RHODE.ISLAND,1,Liberal,22,0
10/1/2005,RHODE.ISLAND,3,Liberal,20,0
11/1/2005,RHODE.ISLAND,0,Liberal,0,0
12/1/2005,RHODE.ISLAND,0,Liberal,19,0
1/1/2006,RHODE.ISLAND,0,Liberal,0,0
2/1/2006,RHODE.ISLAND,1,Liberal,0,0
3/1/2006,RHODE.ISLAND,0,Liberal,32,0
4/1/2006,RHODE.ISLAND,0,Liberal,0,0
5/1/2006,RHODE.ISLAND,0,Liberal,16,0
6/1/2006,RHODE.ISLAND,1,Liberal,0,0
7/1/2006,RHODE.ISLAND,0,Liberal,0,0
8/1/2006,RHODE.ISLAND,0,Liberal,16,0
9/1/2006,RHODE.ISLAND,0,Liberal,15,0
10/1/2006,RHODE.ISLAND,2,Liberal,20,0
11/1/2006,RHODE.ISLAND,0,Liberal,14,0
12/1/2006,RHODE.ISLAND,0,Liberal,28,0
1/1/2007,RHODE.ISLAND,0,Liberal,13,0
2/1/2007,RHODE.ISLAND,0,Liberal,39,0
3/1/2007,RHODE.ISLAND,0,Liberal,59,0
4/1/2007,RHODE.ISLAND,1,Liberal,47,0
5/1/2007,RHODE.ISLAND,0,Liberal,23,0
6/1/2007,RHODE.ISLAND,0,Liberal,34,0
7/1/2007,RHODE.ISLAND,0,Liberal,24,0
8/1/2007,RHODE.ISLAND,0,Liberal,24,0
9/1/2007,RHODE.ISLAND,0,Liberal,22,0
10/1/2007,RHODE.ISLAND,0,Liberal,15,0
11/1/2007,RHODE.ISLAND,0,Liberal,20,0
12/1/2007,RHODE.ISLAND,0,Liberal,42,0
1/1/2008,RHODE.ISLAND,0,Liberal,20,0
2/1/2008,RHODE.ISLAND,0,Liberal,35,0
3/1/2008,RHODE.ISLAND,0,Liberal,33,0
4/1/2008,RHODE.ISLAND,0,Liberal,24,0
5/1/2008,RHODE.ISLAND,0,Liberal,34,0
6/1/2008,RHODE.ISLAND,0,Liberal,22,0
7/1/2008,RHODE.ISLAND,2,Liberal,11,0
8/1/2008,RHODE.ISLAND,0,Liberal,11,0
9/1/2008,RHODE.ISLAND,0,Liberal,22,0
10/1/2008,RHODE.ISLAND,0,Liberal,17,0
11/1/2008,RHODE.ISLAND,0,Liberal,18,0
12/1/2008,RHODE.ISLAND,1,Liberal,50,0
1/1/2009,RHODE.ISLAND,0,Liberal,30,0
2/1/2009,RHODE.ISLAND,0,Liberal,13,0
3/1/2009,RHODE.ISLAND,0,Liberal,36,0
4/1/2009,RHODE.ISLAND,0,Liberal,21,0
5/1/2009,RHODE.ISLAND,0,Liberal,40,0
6/1/2009,RHODE.ISLAND,0,Liberal,24,0
7/1/2009,RHODE.ISLAND,0,Liberal,10,0
8/1/2009,RHODE.ISLAND,0,Liberal,20,0
9/1/2009,RHODE.ISLAND,0,Liberal,17,0
10/1/2009,RHODE.ISLAND,0,Liberal,44,0
11/1/2009,RHODE.ISLAND,0,Liberal,41,0
12/1/2009,RHODE.ISLAND,0,Liberal,62,0
1/1/2010,RHODE.ISLAND,0,Liberal,24,0
2/1/2010,RHODE.ISLAND,0,Liberal,32,0
3/1/2010,RHODE.ISLAND,0,Liberal,15,0
4/1/2010,RHODE.ISLAND,0,Liberal,55,0
5/1/2010,RHODE.ISLAND,0,Liberal,46,0
6/1/2010,RHODE.ISLAND,0,Liberal,18,0
7/1/2010,RHODE.ISLAND,1,Liberal,9,0
8/1/2010,RHODE.ISLAND,0,Liberal,13,0
9/1/2010,RHODE.ISLAND,0,Liberal,23,0
10/1/2010,RHODE.ISLAND,0,Liberal,25,0
11/1/2010,RHODE.ISLAND,0,Liberal,11,0
12/1/2010,RHODE.ISLAND,0,Liberal,26,0
1/1/2011,RHODE.ISLAND,0,Liberal,30,0
2/1/2011,RHODE.ISLAND,0,Liberal,20,0
3/1/2011,RHODE.ISLAND,0,Liberal,23,0
4/1/2011,RHODE.ISLAND,0,Liberal,29,0
5/1/2011,RHODE.ISLAND,0,Liberal,29,0
6/1/2011,RHODE.ISLAND,0,Liberal,19,0
7/1/2011,RHODE.ISLAND,0,Liberal,5,0
8/1/2011,RHODE.ISLAND,1,Liberal,7,0
9/1/2011,RHODE.ISLAND,0,Liberal,16,0
10/1/2011,RHODE.ISLAND,0,Liberal,33,0
11/1/2011,RHODE.ISLAND,0,Liberal,33,0
12/1/2011,RHODE.ISLAND,0,Liberal,28,0
1/1/2012,RHODE.ISLAND,0,Liberal,19,0
2/1/2012,RHODE.ISLAND,0,Liberal,26,0
3/1/2012,RHODE.ISLAND,0,Liberal,26,0
4/1/2012,RHODE.ISLAND,1,Liberal,33,0
5/1/2012,RHODE.ISLAND,1,Liberal,27,0
6/1/2012,RHODE.ISLAND,0,Liberal,13,0
7/1/2012,RHODE.ISLAND,0,Liberal,15,0
8/1/2012,RHODE.ISLAND,0,Liberal,15,0
9/1/2012,RHODE.ISLAND,0,Liberal,20,0
10/1/2012,RHODE.ISLAND,0,Liberal,29,0
11/1/2012,RHODE.ISLAND,0,Liberal,36,0
12/1/2012,RHODE.ISLAND,0,Liberal,34,0
1/1/2013,RHODE.ISLAND,0,Liberal,26,0
2/1/2013,RHODE.ISLAND,0,Liberal,46,0
3/1/2013,RHODE.ISLAND,0,Liberal,30,0
4/1/2013,RHODE.ISLAND,0,Liberal,32,0
5/1/2013,RHODE.ISLAND,0,Liberal,20,0
6/1/2013,RHODE.ISLAND,2,Liberal,23,0
7/1/2013,RHODE.ISLAND,0,Liberal,16,0
8/1/2013,RHODE.ISLAND,0,Liberal,18,0
9/1/2013,RHODE.ISLAND,1,Liberal,22,0
10/1/2013,RHODE.ISLAND,0,Liberal,37,0
11/1/2013,RHODE.ISLAND,0,Liberal,35,0
12/1/2013,RHODE.ISLAND,0,Liberal,24,0
1/1/2014,RHODE.ISLAND,0,Liberal,32,0
2/1/2014,RHODE.ISLAND,0,Liberal,43,0
3/1/2014,RHODE.ISLAND,0,Liberal,28,0
4/1/2014,RHODE.ISLAND,0,Liberal,57,0
5/1/2014,RHODE.ISLAND,0,Liberal,55,0
6/1/2014,RHODE.ISLAND,1,Liberal,32,0
7/1/2014,RHODE.ISLAND,1,Liberal,19,0
8/1/2014,RHODE.ISLAND,0,Liberal,23,0
9/1/2014,RHODE.ISLAND,0,Liberal,50,0
10/1/2014,RHODE.ISLAND,1,Liberal,37,0
11/1/2014,RHODE.ISLAND,0,Liberal,59,0
12/1/2014,RHODE.ISLAND,0,Liberal,38,0
1/1/2015,RHODE.ISLAND,1,Liberal,14,0
2/1/2015,RHODE.ISLAND,0,Liberal,44,0
3/1/2015,RHODE.ISLAND,0,Liberal,45,0
4/1/2015,RHODE.ISLAND,0,Liberal,46,0
5/1/2015,RHODE.ISLAND,0,Liberal,62,0
6/1/2015,RHODE.ISLAND,0,Liberal,36,0
7/1/2015,RHODE.ISLAND,0,Liberal,20,0
8/1/2015,RHODE.ISLAND,0,Liberal,14,0
9/1/2015,RHODE.ISLAND,0,Liberal,39,0
10/1/2015,RHODE.ISLAND,0,Liberal,48,0
11/1/2015,RHODE.ISLAND,0,Liberal,58,0
12/1/2015,RHODE.ISLAND,0,Liberal,61,0
1/1/2016,RHODE.ISLAND,0,Liberal,40,0
2/1/2016,RHODE.ISLAND,0,Liberal,29,0
3/1/2016,RHODE.ISLAND,0,Liberal,52,0
4/1/2016,RHODE.ISLAND,0,Liberal,79,0
5/1/2016,RHODE.ISLAND,0,Liberal,39,0
6/1/2016,RHODE.ISLAND,1,Liberal,19,0
7/1/2016,RHODE.ISLAND,0,Liberal,22,0
8/1/2016,RHODE.ISLAND,2,Liberal,15,0
9/1/2016,RHODE.ISLAND,0,Liberal,40,0
10/1/2016,RHODE.ISLAND,2,Liberal,43,0
11/1/2016,RHODE.ISLAND,1,Liberal,100,0
12/1/2016,RHODE.ISLAND,0,Liberal,55,0
1/1/2017,RHODE.ISLAND,0,Liberal,63,0
2/1/2017,RHODE.ISLAND,0,Liberal,58,0
3/1/2017,RHODE.ISLAND,0,Liberal,59,0
4/1/2017,RHODE.ISLAND,0,Liberal,60,0
5/1/2017,RHODE.ISLAND,0,Liberal,62,0
6/1/2017,RHODE.ISLAND,0,Liberal,87,0
7/1/2017,RHODE.ISLAND,1,Liberal,35,0
8/1/2017,RHODE.ISLAND,0,Liberal,27,0
9/1/2017,RHODE.ISLAND,0,Liberal,58,0
10/1/2017,RHODE.ISLAND,0,Liberal,59,0
11/1/2017,RHODE.ISLAND,0,Liberal,54,0
12/1/2017,RHODE.ISLAND,0,Liberal,82,0
1/1/2004,SOUTH.CAROLI0,0,Conservative,0,0
2/1/2004,SOUTH.CAROLI0,0,Conservative,11,0
3/1/2004,SOUTH.CAROLI0,0,Conservative,14,0
4/1/2004,SOUTH.CAROLI0,0,Conservative,11,0
5/1/2004,SOUTH.CAROLI0,0,Conservative,0,0
6/1/2004,SOUTH.CAROLI0,0,Conservative,0,0
7/1/2004,SOUTH.CAROLI0,0,Conservative,0,0
8/1/2004,SOUTH.CAROLI0,0,Conservative,0,0
9/1/2004,SOUTH.CAROLI0,0,Conservative,12,0
10/1/2004,SOUTH.CAROLI0,0,Conservative,8,0
11/1/2004,SOUTH.CAROLI0,0,Conservative,13,0
12/1/2004,SOUTH.CAROLI0,0,Conservative,0,0
1/1/2005,SOUTH.CAROLI0,0,Conservative,7,0
2/1/2005,SOUTH.CAROLI0,0,Conservative,7,0
3/1/2005,SOUTH.CAROLI0,1,Conservative,0,0
4/1/2005,SOUTH.CAROLI0,0,Conservative,7,0
5/1/2005,SOUTH.CAROLI0,3,Conservative,13,0
6/1/2005,SOUTH.CAROLI0,1,Conservative,7,0
7/1/2005,SOUTH.CAROLI0,4,Conservative,0,0
8/1/2005,SOUTH.CAROLI0,0,Conservative,12,0
9/1/2005,SOUTH.CAROLI0,0,Conservative,6,0
10/1/2005,SOUTH.CAROLI0,1,Conservative,8,0
11/1/2005,SOUTH.CAROLI0,0,Conservative,0,0
12/1/2005,SOUTH.CAROLI0,0,Conservative,8,0
1/1/2006,SOUTH.CAROLI0,0,Conservative,9,0
2/1/2006,SOUTH.CAROLI0,0,Conservative,7,0
3/1/2006,SOUTH.CAROLI0,0,Conservative,4,0
4/1/2006,SOUTH.CAROLI0,0,Conservative,7,0
5/1/2006,SOUTH.CAROLI0,0,Conservative,4,0
6/1/2006,SOUTH.CAROLI0,0,Conservative,0,0
7/1/2006,SOUTH.CAROLI0,1,Conservative,6,0
8/1/2006,SOUTH.CAROLI0,5,Conservative,0,0
9/1/2006,SOUTH.CAROLI0,0,Conservative,11,0
10/1/2006,SOUTH.CAROLI0,0,Conservative,3,0
11/1/2006,SOUTH.CAROLI0,1,Conservative,5,0
12/1/2006,SOUTH.CAROLI0,0,Conservative,3,0
1/1/2007,SOUTH.CAROLI0,0,Conservative,3,0
2/1/2007,SOUTH.CAROLI0,0,Conservative,9,0
3/1/2007,SOUTH.CAROLI0,1,Conservative,10,0
4/1/2007,SOUTH.CAROLI0,0,Conservative,11,0
5/1/2007,SOUTH.CAROLI0,2,Conservative,6,0
6/1/2007,SOUTH.CAROLI0,2,Conservative,11,0
7/1/2007,SOUTH.CAROLI0,4,Conservative,3,0
8/1/2007,SOUTH.CAROLI0,1,Conservative,5,0
9/1/2007,SOUTH.CAROLI0,2,Conservative,9,0
10/1/2007,SOUTH.CAROLI0,5,Conservative,9,0
11/1/2007,SOUTH.CAROLI0,4,Conservative,7,0
12/1/2007,SOUTH.CAROLI0,4,Conservative,2,0
1/1/2008,SOUTH.CAROLI0,2,Conservative,5,0
2/1/2008,SOUTH.CAROLI0,2,Conservative,3,0
3/1/2008,SOUTH.CAROLI0,0,Conservative,8,0
4/1/2008,SOUTH.CAROLI0,0,Conservative,8,0
5/1/2008,SOUTH.CAROLI0,0,Conservative,4,0
6/1/2008,SOUTH.CAROLI0,2,Conservative,5,0
7/1/2008,SOUTH.CAROLI0,2,Conservative,8,0
8/1/2008,SOUTH.CAROLI0,6,Conservative,4,0
9/1/2008,SOUTH.CAROLI0,3,Conservative,8,0
10/1/2008,SOUTH.CAROLI0,5,Conservative,3,0
11/1/2008,SOUTH.CAROLI0,3,Conservative,12,0
12/1/2008,SOUTH.CAROLI0,0,Conservative,8,0
1/1/2009,SOUTH.CAROLI0,0,Conservative,6,0
2/1/2009,SOUTH.CAROLI0,0,Conservative,10,0
3/1/2009,SOUTH.CAROLI0,0,Conservative,9,66
4/1/2009,SOUTH.CAROLI0,0,Conservative,11,0
5/1/2009,SOUTH.CAROLI0,1,Conservative,4,0
6/1/2009,SOUTH.CAROLI0,1,Conservative,8,0
7/1/2009,SOUTH.CAROLI0,1,Conservative,5,0
8/1/2009,SOUTH.CAROLI0,0,Conservative,5,0
9/1/2009,SOUTH.CAROLI0,2,Conservative,5,0
10/1/2009,SOUTH.CAROLI0,0,Conservative,18,0
11/1/2009,SOUTH.CAROLI0,1,Conservative,18,100
12/1/2009,SOUTH.CAROLI0,4,Conservative,15,69
1/1/2010,SOUTH.CAROLI0,0,Conservative,8,0
2/1/2010,SOUTH.CAROLI0,1,Conservative,11,0
3/1/2010,SOUTH.CAROLI0,0,Conservative,8,0
4/1/2010,SOUTH.CAROLI0,0,Conservative,12,0
5/1/2010,SOUTH.CAROLI0,1,Conservative,8,0
6/1/2010,SOUTH.CAROLI0,0,Conservative,3,0
7/1/2010,SOUTH.CAROLI0,4,Conservative,2,0
8/1/2010,SOUTH.CAROLI0,2,Conservative,2,0
9/1/2010,SOUTH.CAROLI0,1,Conservative,6,0
10/1/2010,SOUTH.CAROLI0,0,Conservative,6,0
11/1/2010,SOUTH.CAROLI0,0,Conservative,19,0
12/1/2010,SOUTH.CAROLI0,0,Conservative,6,0
1/1/2011,SOUTH.CAROLI0,0,Conservative,3,0
2/1/2011,SOUTH.CAROLI0,0,Conservative,9,0
3/1/2011,SOUTH.CAROLI0,0,Conservative,8,0
4/1/2011,SOUTH.CAROLI0,0,Conservative,8,0
5/1/2011,SOUTH.CAROLI0,0,Conservative,6,0
6/1/2011,SOUTH.CAROLI0,0,Conservative,4,0
7/1/2011,SOUTH.CAROLI0,4,Conservative,3,0
8/1/2011,SOUTH.CAROLI0,2,Conservative,4,0
9/1/2011,SOUTH.CAROLI0,1,Conservative,6,0
10/1/2011,SOUTH.CAROLI0,0,Conservative,7,0
11/1/2011,SOUTH.CAROLI0,0,Conservative,10,0
12/1/2011,SOUTH.CAROLI0,0,Conservative,5,0
1/1/2012,SOUTH.CAROLI0,0,Conservative,5,22
2/1/2012,SOUTH.CAROLI0,0,Conservative,6,0
3/1/2012,SOUTH.CAROLI0,0,Conservative,7,0
4/1/2012,SOUTH.CAROLI0,0,Conservative,10,0
5/1/2012,SOUTH.CAROLI0,1,Conservative,5,0
6/1/2012,SOUTH.CAROLI0,2,Conservative,3,0
7/1/2012,SOUTH.CAROLI0,1,Conservative,6,0
8/1/2012,SOUTH.CAROLI0,0,Conservative,2,0
9/1/2012,SOUTH.CAROLI0,1,Conservative,6,0
10/1/2012,SOUTH.CAROLI0,0,Conservative,8,0
11/1/2012,SOUTH.CAROLI0,0,Conservative,11,22
12/1/2012,SOUTH.CAROLI0,0,Conservative,7,0
1/1/2013,SOUTH.CAROLI0,0,Conservative,5,0
2/1/2013,SOUTH.CAROLI0,0,Conservative,9,0
3/1/2013,SOUTH.CAROLI0,2,Conservative,5,0
4/1/2013,SOUTH.CAROLI0,0,Conservative,8,0
5/1/2013,SOUTH.CAROLI0,1,Conservative,8,0
6/1/2013,SOUTH.CAROLI0,5,Conservative,5,0
7/1/2013,SOUTH.CAROLI0,17,Conservative,3,19
8/1/2013,SOUTH.CAROLI0,2,Conservative,6,0
9/1/2013,SOUTH.CAROLI0,0,Conservative,6,0
10/1/2013,SOUTH.CAROLI0,1,Conservative,6,18
11/1/2013,SOUTH.CAROLI0,0,Conservative,6,0
12/1/2013,SOUTH.CAROLI0,0,Conservative,6,0
1/1/2014,SOUTH.CAROLI0,0,Conservative,4,16
2/1/2014,SOUTH.CAROLI0,0,Conservative,7,18
3/1/2014,SOUTH.CAROLI0,0,Conservative,9,16
4/1/2014,SOUTH.CAROLI0,0,Conservative,7,0
5/1/2014,SOUTH.CAROLI0,0,Conservative,11,0
6/1/2014,SOUTH.CAROLI0,1,Conservative,4,17
7/1/2014,SOUTH.CAROLI0,0,Conservative,4,0
8/1/2014,SOUTH.CAROLI0,3,Conservative,3,0
9/1/2014,SOUTH.CAROLI0,0,Conservative,9,0
10/1/2014,SOUTH.CAROLI0,0,Conservative,10,0
11/1/2014,SOUTH.CAROLI0,0,Conservative,11,0
12/1/2014,SOUTH.CAROLI0,0,Conservative,5,16
1/1/2015,SOUTH.CAROLI0,0,Conservative,5,15
2/1/2015,SOUTH.CAROLI0,0,Conservative,7,16
3/1/2015,SOUTH.CAROLI0,0,Conservative,11,0
4/1/2015,SOUTH.CAROLI0,0,Conservative,10,15
5/1/2015,SOUTH.CAROLI0,0,Conservative,9,0
6/1/2015,SOUTH.CAROLI0,2,Conservative,6,15
7/1/2015,SOUTH.CAROLI0,2,Conservative,3,9
8/1/2015,SOUTH.CAROLI0,1,Conservative,4,0
9/1/2015,SOUTH.CAROLI0,1,Conservative,8,17
10/1/2015,SOUTH.CAROLI0,23,Conservative,9,14
11/1/2015,SOUTH.CAROLI0,5,Conservative,14,32
12/1/2015,SOUTH.CAROLI0,6,Conservative,16,17
1/1/2016,SOUTH.CAROLI0,0,Conservative,8,0
2/1/2016,SOUTH.CAROLI0,0,Conservative,12,0
3/1/2016,SOUTH.CAROLI0,0,Conservative,12,0
4/1/2016,SOUTH.CAROLI0,0,Conservative,14,12
5/1/2016,SOUTH.CAROLI0,3,Conservative,7,12
6/1/2016,SOUTH.CAROLI0,1,Conservative,4,0
7/1/2016,SOUTH.CAROLI0,0,Conservative,6,12
8/1/2016,SOUTH.CAROLI0,1,Conservative,6,0
9/1/2016,SOUTH.CAROLI0,4,Conservative,10,34
10/1/2016,SOUTH.CAROLI0,14,Conservative,11,0
11/1/2016,SOUTH.CAROLI0,2,Conservative,18,28
12/1/2016,SOUTH.CAROLI0,1,Conservative,12,11
1/1/2017,SOUTH.CAROLI0,0,Conservative,14,21
2/1/2017,SOUTH.CAROLI0,0,Conservative,10,11
3/1/2017,SOUTH.CAROLI0,0,Conservative,14,10
4/1/2017,SOUTH.CAROLI0,1,Conservative,16,11
5/1/2017,SOUTH.CAROLI0,1,Conservative,12,11
6/1/2017,SOUTH.CAROLI0,1,Conservative,15,34
7/1/2017,SOUTH.CAROLI0,4,Conservative,5,0
8/1/2017,SOUTH.CAROLI0,1,Conservative,7,10
9/1/2017,SOUTH.CAROLI0,1,Conservative,13,0
10/1/2017,SOUTH.CAROLI0,0,Conservative,13,10
11/1/2017,SOUTH.CAROLI0,0,Conservative,15,10
12/1/2017,SOUTH.CAROLI0,0,Conservative,9,0
1/1/2004,SOUTH.DAKOTA,0,Conservative,59,0
2/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
3/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
4/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
5/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
6/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
7/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
8/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
9/1/2004,SOUTH.DAKOTA,0,Conservative,97,0
10/1/2004,SOUTH.DAKOTA,0,Conservative,0,0
11/1/2004,SOUTH.DAKOTA,0,Conservative,100,0
