"","X","Month","STATE","freq"
"6529",107,2012-11-01,"NEVADA",NA
"6530",108,2012-10-01,"NEVADA",1
"6531",109,2012-09-01,"NEVADA",1
"6532",110,2013-04-01,"NEVADA",NA
"6533",111,2013-08-01,"NEVADA",2
"6534",112,2013-12-01,"NEVADA",NA
"6535",113,2013-02-01,"NEVADA",NA
"6536",114,2013-01-01,"NEVADA",NA
"6537",115,2013-07-01,"NEVADA",5
"6538",116,2013-06-01,"NEVADA",1
"6539",117,2013-03-01,"NEVADA",NA
"6540",118,2013-05-01,"NEVADA",NA
"6541",119,2013-11-01,"NEVADA",NA
"6542",120,2013-10-01,"NEVADA",NA
"6543",121,2013-09-01,"NEVADA",2
"6544",122,2014-04-01,"NEVADA",NA
"6545",123,2014-08-01,"NEVADA",7
"6546",124,2014-12-01,"NEVADA",NA
"6547",125,2014-02-01,"NEVADA",NA
"6548",126,2014-01-01,"NEVADA",NA
"6549",127,2014-07-01,"NEVADA",4
"6550",128,2014-06-01,"NEVADA",NA
"6551",129,2014-03-01,"NEVADA",NA
"6552",130,2014-05-01,"NEVADA",NA
"6553",131,2014-11-01,"NEVADA",NA
"6554",132,2014-10-01,"NEVADA",NA
"6555",133,2014-09-01,"NEVADA",4
"6556",134,2015-04-01,"NEVADA",NA
"6557",135,2015-08-01,"NEVADA",1
"6558",136,2015-12-01,"NEVADA",NA
"6559",137,2015-02-01,"NEVADA",NA
"6560",138,2015-01-01,"NEVADA",NA
"6561",139,2015-07-01,"NEVADA",3
"6562",140,2015-06-01,"NEVADA",1
"6563",141,2015-03-01,"NEVADA",NA
"6564",142,2015-05-01,"NEVADA",NA
"6565",143,2015-11-01,"NEVADA",NA
"6566",144,2015-10-01,"NEVADA",3
"6567",145,2015-09-01,"NEVADA",1
"6568",146,2016-04-01,"NEVADA",1
"6569",147,2016-08-01,"NEVADA",2
"6570",148,2016-12-01,"NEVADA",NA
"6571",149,2016-02-01,"NEVADA",NA
"6572",150,2016-01-01,"NEVADA",NA
"6573",151,2016-07-01,"NEVADA",1
"6574",152,2016-06-01,"NEVADA",NA
"6575",153,2016-03-01,"NEVADA",NA
"6576",154,2016-05-01,"NEVADA",1
"6577",155,2016-11-01,"NEVADA",NA
"6578",156,2016-10-01,"NEVADA",NA
"6579",157,2016-09-01,"NEVADA",NA
"6580",158,2017-04-01,"NEVADA",NA
"6581",159,2017-08-01,"NEVADA",2
"6582",160,2017-12-01,"NEVADA",NA
"6583",161,2017-02-01,"NEVADA",NA
"6584",162,2017-01-01,"NEVADA",1
"6585",163,2017-07-01,"NEVADA",1
"6586",164,2017-06-01,"NEVADA",NA
"6587",165,2017-03-01,"NEVADA",NA
"6588",166,2017-05-01,"NEVADA",NA
"6589",167,2017-11-01,"NEVADA",NA
"6590",168,2017-10-01,"NEVADA",NA
"6591",169,2017-09-01,"NEVADA",1
"6592",1,2004-04-01,"NEW.HAMPSHIRE",NA
"6593",2,2004-08-01,"NEW.HAMPSHIRE",NA
"6594",3,2004-12-01,"NEW.HAMPSHIRE",NA
"6595",4,2004-02-01,"NEW.HAMPSHIRE",NA
"6596",5,2004-01-01,"NEW.HAMPSHIRE",NA
"6597",6,2004-07-01,"NEW.HAMPSHIRE",NA
"6598",7,2004-06-01,"NEW.HAMPSHIRE",NA
"6599",8,2004-03-01,"NEW.HAMPSHIRE",NA
"6600",9,2004-05-01,"NEW.HAMPSHIRE",NA
"6601",10,2004-11-01,"NEW.HAMPSHIRE",NA
"6602",11,2004-10-01,"NEW.HAMPSHIRE",NA
"6603",12,2004-09-01,"NEW.HAMPSHIRE",NA
"6604",13,2005-04-01,"NEW.HAMPSHIRE",2
"6605",14,2005-08-01,"NEW.HAMPSHIRE",NA
"6606",15,2005-12-01,"NEW.HAMPSHIRE",NA
"6607",16,2005-02-01,"NEW.HAMPSHIRE",NA
"6608",17,2005-01-01,"NEW.HAMPSHIRE",NA
"6609",18,2005-07-01,"NEW.HAMPSHIRE",1
"6610",19,2005-06-01,"NEW.HAMPSHIRE",NA
"6611",20,2005-03-01,"NEW.HAMPSHIRE",NA
"6612",21,2005-05-01,"NEW.HAMPSHIRE",NA
"6613",22,NA,"NEW.HAMPSHIRE",NA
"6614",23,2005-11-01,"NEW.HAMPSHIRE",NA
"6615",24,2005-10-01,"NEW.HAMPSHIRE",NA
"6616",25,2005-09-01,"NEW.HAMPSHIRE",NA
"6617",26,2006-04-01,"NEW.HAMPSHIRE",NA
"6618",27,2006-08-01,"NEW.HAMPSHIRE",NA
"6619",28,2006-12-01,"NEW.HAMPSHIRE",NA
"6620",29,2006-02-01,"NEW.HAMPSHIRE",NA
"6621",30,2006-01-01,"NEW.HAMPSHIRE",NA
"6622",31,2006-07-01,"NEW.HAMPSHIRE",2
"6623",32,2006-06-01,"NEW.HAMPSHIRE",1
"6624",33,2006-03-01,"NEW.HAMPSHIRE",NA
"6625",34,2006-05-01,"NEW.HAMPSHIRE",NA
"6626",35,2006-11-01,"NEW.HAMPSHIRE",1
"6627",36,2006-10-01,"NEW.HAMPSHIRE",NA
"6628",37,2006-09-01,"NEW.HAMPSHIRE",NA
"6629",38,2007-04-01,"NEW.HAMPSHIRE",5
"6630",39,2007-08-01,"NEW.HAMPSHIRE",NA
"6631",40,2007-12-01,"NEW.HAMPSHIRE",NA
"6632",41,2007-02-01,"NEW.HAMPSHIRE",NA
"6633",42,2007-01-01,"NEW.HAMPSHIRE",NA
"6634",43,2007-07-01,"NEW.HAMPSHIRE",NA
"6635",44,2007-06-01,"NEW.HAMPSHIRE",NA
"6636",45,2007-03-01,"NEW.HAMPSHIRE",NA
"6637",46,2007-05-01,"NEW.HAMPSHIRE",NA
"6638",47,2007-11-01,"NEW.HAMPSHIRE",NA
"6639",48,2007-10-01,"NEW.HAMPSHIRE",NA
"6640",49,2007-09-01,"NEW.HAMPSHIRE",NA
"6641",50,2008-04-01,"NEW.HAMPSHIRE",1
"6642",51,2008-08-01,"NEW.HAMPSHIRE",4
"6643",52,2008-12-01,"NEW.HAMPSHIRE",NA
"6644",53,2008-02-01,"NEW.HAMPSHIRE",NA
"6645",54,2008-01-01,"NEW.HAMPSHIRE",NA
"6646",55,2008-07-01,"NEW.HAMPSHIRE",NA
"6647",56,2008-06-01,"NEW.HAMPSHIRE",NA
"6648",57,2008-03-01,"NEW.HAMPSHIRE",NA
"6649",58,2008-05-01,"NEW.HAMPSHIRE",NA
"6650",59,2008-11-01,"NEW.HAMPSHIRE",NA
"6651",60,2008-10-01,"NEW.HAMPSHIRE",NA
"6652",61,2008-09-01,"NEW.HAMPSHIRE",1
"6653",62,2009-04-01,"NEW.HAMPSHIRE",NA
"6654",63,2009-08-01,"NEW.HAMPSHIRE",1
"6655",64,2009-12-01,"NEW.HAMPSHIRE",NA
"6656",65,2009-02-01,"NEW.HAMPSHIRE",NA
"6657",66,2009-01-01,"NEW.HAMPSHIRE",NA
"6658",67,2009-07-01,"NEW.HAMPSHIRE",NA
"6659",68,2009-06-01,"NEW.HAMPSHIRE",NA
"6660",69,2009-03-01,"NEW.HAMPSHIRE",NA
"6661",70,2009-05-01,"NEW.HAMPSHIRE",NA
"6662",71,2009-11-01,"NEW.HAMPSHIRE",NA
"6663",72,2009-10-01,"NEW.HAMPSHIRE",NA
"6664",73,2009-09-01,"NEW.HAMPSHIRE",NA
"6665",74,2010-04-01,"NEW.HAMPSHIRE",NA
"6666",75,2010-08-01,"NEW.HAMPSHIRE",NA
"6667",76,2010-12-01,"NEW.HAMPSHIRE",NA
"6668",77,2010-02-01,"NEW.HAMPSHIRE",2
"6669",78,2010-01-01,"NEW.HAMPSHIRE",NA
"6670",79,2010-07-01,"NEW.HAMPSHIRE",NA
"6671",80,2010-06-01,"NEW.HAMPSHIRE",NA
"6672",81,2010-03-01,"NEW.HAMPSHIRE",2
"6673",82,2010-05-01,"NEW.HAMPSHIRE",NA
"6674",83,2010-11-01,"NEW.HAMPSHIRE",NA
"6675",84,2010-10-01,"NEW.HAMPSHIRE",1
"6676",85,2010-09-01,"NEW.HAMPSHIRE",NA
"6677",86,2011-04-01,"NEW.HAMPSHIRE",2
"6678",87,2011-08-01,"NEW.HAMPSHIRE",9
"6679",88,2011-12-01,"NEW.HAMPSHIRE",NA
"6680",89,2011-02-01,"NEW.HAMPSHIRE",NA
"6681",90,2011-01-01,"NEW.HAMPSHIRE",NA
"6682",91,2011-07-01,"NEW.HAMPSHIRE",NA
"6683",92,2011-06-01,"NEW.HAMPSHIRE",NA
"6684",93,2011-03-01,"NEW.HAMPSHIRE",1
"6685",94,2011-05-01,"NEW.HAMPSHIRE",1
"6686",95,2011-11-01,"NEW.HAMPSHIRE",NA
"6687",96,2011-10-01,"NEW.HAMPSHIRE",NA
"6688",97,2011-09-01,"NEW.HAMPSHIRE",NA
"6689",98,2012-04-01,"NEW.HAMPSHIRE",NA
"6690",99,2012-08-01,"NEW.HAMPSHIRE",1
"6691",100,2012-12-01,"NEW.HAMPSHIRE",NA
"6692",101,2012-02-01,"NEW.HAMPSHIRE",NA
"6693",102,2012-01-01,"NEW.HAMPSHIRE",NA
"6694",103,2012-07-01,"NEW.HAMPSHIRE",NA
"6695",104,2012-06-01,"NEW.HAMPSHIRE",NA
"6696",105,2012-03-01,"NEW.HAMPSHIRE",NA
"6697",106,2012-05-01,"NEW.HAMPSHIRE",1
"6698",107,2012-11-01,"NEW.HAMPSHIRE",NA
"6699",108,2012-10-01,"NEW.HAMPSHIRE",NA
"6700",109,2012-09-01,"NEW.HAMPSHIRE",NA
"6701",110,2013-04-01,"NEW.HAMPSHIRE",NA
"6702",111,2013-08-01,"NEW.HAMPSHIRE",1
"6703",112,2013-12-01,"NEW.HAMPSHIRE",NA
"6704",113,2013-02-01,"NEW.HAMPSHIRE",1
"6705",114,2013-01-01,"NEW.HAMPSHIRE",NA
"6706",115,2013-07-01,"NEW.HAMPSHIRE",NA
"6707",116,2013-06-01,"NEW.HAMPSHIRE",1
"6708",117,2013-03-01,"NEW.HAMPSHIRE",NA
"6709",118,2013-05-01,"NEW.HAMPSHIRE",NA
"6710",119,2013-11-01,"NEW.HAMPSHIRE",NA
"6711",120,2013-10-01,"NEW.HAMPSHIRE",NA
"6712",121,2013-09-01,"NEW.HAMPSHIRE",2
"6713",122,2014-04-01,"NEW.HAMPSHIRE",3
"6714",123,2014-08-01,"NEW.HAMPSHIRE",NA
"6715",124,2014-12-01,"NEW.HAMPSHIRE",NA
"6716",125,2014-02-01,"NEW.HAMPSHIRE",NA
"6717",126,2014-01-01,"NEW.HAMPSHIRE",1
"6718",127,2014-07-01,"NEW.HAMPSHIRE",NA
"6719",128,2014-06-01,"NEW.HAMPSHIRE",1
"6720",129,2014-03-01,"NEW.HAMPSHIRE",NA
"6721",130,2014-05-01,"NEW.HAMPSHIRE",NA
"6722",131,2014-11-01,"NEW.HAMPSHIRE",NA
"6723",132,2014-10-01,"NEW.HAMPSHIRE",1
"6724",133,2014-09-01,"NEW.HAMPSHIRE",NA
"6725",134,2015-04-01,"NEW.HAMPSHIRE",NA
"6726",135,2015-08-01,"NEW.HAMPSHIRE",1
"6727",136,2015-12-01,"NEW.HAMPSHIRE",NA
"6728",137,2015-02-01,"NEW.HAMPSHIRE",NA
"6729",138,2015-01-01,"NEW.HAMPSHIRE",NA
"6730",139,2015-07-01,"NEW.HAMPSHIRE",NA
"6731",140,2015-06-01,"NEW.HAMPSHIRE",NA
"6732",141,2015-03-01,"NEW.HAMPSHIRE",NA
"6733",142,2015-05-01,"NEW.HAMPSHIRE",NA
"6734",143,2015-11-01,"NEW.HAMPSHIRE",NA
"6735",144,2015-10-01,"NEW.HAMPSHIRE",NA
"6736",145,2015-09-01,"NEW.HAMPSHIRE",NA
"6737",146,2016-04-01,"NEW.HAMPSHIRE",NA
"6738",147,2016-08-01,"NEW.HAMPSHIRE",NA
"6739",148,2016-12-01,"NEW.HAMPSHIRE",NA
"6740",149,2016-02-01,"NEW.HAMPSHIRE",NA
"6741",150,2016-01-01,"NEW.HAMPSHIRE",NA
"6742",151,2016-07-01,"NEW.HAMPSHIRE",NA
"6743",152,2016-06-01,"NEW.HAMPSHIRE",NA
"6744",153,2016-03-01,"NEW.HAMPSHIRE",NA
"6745",154,2016-05-01,"NEW.HAMPSHIRE",NA
"6746",155,2016-11-01,"NEW.HAMPSHIRE",NA
"6747",156,2016-10-01,"NEW.HAMPSHIRE",1
"6748",157,2016-09-01,"NEW.HAMPSHIRE",NA
"6749",158,2017-04-01,"NEW.HAMPSHIRE",1
"6750",159,2017-08-01,"NEW.HAMPSHIRE",NA
"6751",160,2017-12-01,"NEW.HAMPSHIRE",NA
"6752",161,2017-02-01,"NEW.HAMPSHIRE",NA
"6753",162,2017-01-01,"NEW.HAMPSHIRE",NA
"6754",163,2017-07-01,"NEW.HAMPSHIRE",2
"6755",164,2017-06-01,"NEW.HAMPSHIRE",NA
"6756",165,2017-03-01,"NEW.HAMPSHIRE",NA
"6757",166,2017-05-01,"NEW.HAMPSHIRE",NA
"6758",167,2017-11-01,"NEW.HAMPSHIRE",1
"6759",168,2017-10-01,"NEW.HAMPSHIRE",4
"6760",169,2017-09-01,"NEW.HAMPSHIRE",NA
"6761",1,2004-04-01,"NEW.MEXICO",NA
"6762",2,2004-08-01,"NEW.MEXICO",NA
"6763",3,2004-12-01,"NEW.MEXICO",NA
"6764",4,2004-02-01,"NEW.MEXICO",NA
"6765",5,2004-01-01,"NEW.MEXICO",NA
"6766",6,2004-07-01,"NEW.MEXICO",NA
"6767",7,2004-06-01,"NEW.MEXICO",NA
"6768",8,2004-03-01,"NEW.MEXICO",NA
"6769",9,2004-05-01,"NEW.MEXICO",NA
"6770",10,2004-11-01,"NEW.MEXICO",NA
"6771",11,2004-10-01,"NEW.MEXICO",NA
"6772",12,2004-09-01,"NEW.MEXICO",NA
"6773",13,2005-04-01,"NEW.MEXICO",NA
"6774",14,2005-08-01,"NEW.MEXICO",NA
"6775",15,2005-12-01,"NEW.MEXICO",NA
"6776",16,2005-02-01,"NEW.MEXICO",NA
"6777",17,2005-01-01,"NEW.MEXICO",NA
"6778",18,2005-07-01,"NEW.MEXICO",NA
"6779",19,2005-06-01,"NEW.MEXICO",1
"6780",20,2005-03-01,"NEW.MEXICO",NA
"6781",21,2005-05-01,"NEW.MEXICO",NA
"6782",22,NA,"NEW.MEXICO",NA
"6783",23,2005-11-01,"NEW.MEXICO",NA
"6784",24,2005-10-01,"NEW.MEXICO",NA
"6785",25,2005-09-01,"NEW.MEXICO",2
"6786",26,2006-04-01,"NEW.MEXICO",3
"6787",27,2006-08-01,"NEW.MEXICO",11
"6788",28,2006-12-01,"NEW.MEXICO",NA
"6789",29,2006-02-01,"NEW.MEXICO",NA
"6790",30,2006-01-01,"NEW.MEXICO",NA
"6791",31,2006-07-01,"NEW.MEXICO",NA
"6792",32,2006-06-01,"NEW.MEXICO",NA
"6793",33,2006-03-01,"NEW.MEXICO",NA
"6794",34,2006-05-01,"NEW.MEXICO",NA
"6795",35,2006-11-01,"NEW.MEXICO",NA
"6796",36,2006-10-01,"NEW.MEXICO",NA
"6797",37,2006-09-01,"NEW.MEXICO",NA
"6798",38,2007-04-01,"NEW.MEXICO",NA
"6799",39,2007-08-01,"NEW.MEXICO",1
"6800",40,2007-12-01,"NEW.MEXICO",NA
"6801",41,2007-02-01,"NEW.MEXICO",NA
"6802",42,2007-01-01,"NEW.MEXICO",NA
"6803",43,2007-07-01,"NEW.MEXICO",1
"6804",44,2007-06-01,"NEW.MEXICO",NA
"6805",45,2007-03-01,"NEW.MEXICO",NA
"6806",46,2007-05-01,"NEW.MEXICO",1
"6807",47,2007-11-01,"NEW.MEXICO",NA
"6808",48,2007-10-01,"NEW.MEXICO",NA
"6809",49,2007-09-01,"NEW.MEXICO",2
"6810",50,2008-04-01,"NEW.MEXICO",NA
"6811",51,2008-08-01,"NEW.MEXICO",5
"6812",52,2008-12-01,"NEW.MEXICO",NA
"6813",53,2008-02-01,"NEW.MEXICO",NA
"6814",54,2008-01-01,"NEW.MEXICO",NA
"6815",55,2008-07-01,"NEW.MEXICO",6
"6816",56,2008-06-01,"NEW.MEXICO",1
"6817",57,2008-03-01,"NEW.MEXICO",NA
"6818",58,2008-05-01,"NEW.MEXICO",NA
"6819",59,2008-11-01,"NEW.MEXICO",NA
"6820",60,2008-10-01,"NEW.MEXICO",NA
"6821",61,2008-09-01,"NEW.MEXICO",NA
"6822",62,2009-04-01,"NEW.MEXICO",NA
"6823",63,2009-08-01,"NEW.MEXICO",2
"6824",64,2009-12-01,"NEW.MEXICO",1
"6825",65,2009-02-01,"NEW.MEXICO",NA
"6826",66,2009-01-01,"NEW.MEXICO",NA
"6827",67,2009-07-01,"NEW.MEXICO",NA
"6828",68,2009-06-01,"NEW.MEXICO",NA
"6829",69,2009-03-01,"NEW.MEXICO",NA
"6830",70,2009-05-01,"NEW.MEXICO",NA
"6831",71,2009-11-01,"NEW.MEXICO",NA
"6832",72,2009-10-01,"NEW.MEXICO",NA
"6833",73,2009-09-01,"NEW.MEXICO",NA
"6834",74,2010-04-01,"NEW.MEXICO",NA
"6835",75,2010-08-01,"NEW.MEXICO",NA
"6836",76,2010-12-01,"NEW.MEXICO",NA
"6837",77,2010-02-01,"NEW.MEXICO",NA
"6838",78,2010-01-01,"NEW.MEXICO",NA
"6839",79,2010-07-01,"NEW.MEXICO",4
"6840",80,2010-06-01,"NEW.MEXICO",NA
"6841",81,2010-03-01,"NEW.MEXICO",NA
"6842",82,2010-05-01,"NEW.MEXICO",NA
"6843",83,2010-11-01,"NEW.MEXICO",NA
"6844",84,2010-10-01,"NEW.MEXICO",NA
"6845",85,2010-09-01,"NEW.MEXICO",3
"6846",86,2011-04-01,"NEW.MEXICO",1
"6847",87,2011-08-01,"NEW.MEXICO",5
"6848",88,2011-12-01,"NEW.MEXICO",4
"6849",89,2011-02-01,"NEW.MEXICO",NA
"6850",90,2011-01-01,"NEW.MEXICO",NA
"6851",91,2011-07-01,"NEW.MEXICO",3
"6852",92,2011-06-01,"NEW.MEXICO",7
"6853",93,2011-03-01,"NEW.MEXICO",7
"6854",94,2011-05-01,"NEW.MEXICO",4
"6855",95,2011-11-01,"NEW.MEXICO",3
"6856",96,2011-10-01,"NEW.MEXICO",4
"6857",97,2011-09-01,"NEW.MEXICO",3
"6858",98,2012-04-01,"NEW.MEXICO",5
"6859",99,2012-08-01,"NEW.MEXICO",9
"6860",100,2012-12-01,"NEW.MEXICO",10
"6861",101,2012-02-01,"NEW.MEXICO",3
"6862",102,2012-01-01,"NEW.MEXICO",5
"6863",103,2012-07-01,"NEW.MEXICO",9
"6864",104,2012-06-01,"NEW.MEXICO",6
"6865",105,2012-03-01,"NEW.MEXICO",9
"6866",106,2012-05-01,"NEW.MEXICO",8
"6867",107,2012-11-01,"NEW.MEXICO",7
"6868",108,2012-10-01,"NEW.MEXICO",3
"6869",109,2012-09-01,"NEW.MEXICO",4
"6870",110,2013-04-01,"NEW.MEXICO",8
"6871",111,2013-08-01,"NEW.MEXICO",9
"6872",112,2013-12-01,"NEW.MEXICO",3
"6873",113,2013-02-01,"NEW.MEXICO",8
"6874",114,2013-01-01,"NEW.MEXICO",4
"6875",115,2013-07-01,"NEW.MEXICO",13
"6876",116,2013-06-01,"NEW.MEXICO",11
"6877",117,2013-03-01,"NEW.MEXICO",8
"6878",118,2013-05-01,"NEW.MEXICO",3
"6879",119,2013-11-01,"NEW.MEXICO",5
"6880",120,2013-10-01,"NEW.MEXICO",5
"6881",121,2013-09-01,"NEW.MEXICO",12
"6882",122,2014-04-01,"NEW.MEXICO",7
"6883",123,2014-08-01,"NEW.MEXICO",7
"6884",124,2014-12-01,"NEW.MEXICO",2
"6885",125,2014-02-01,"NEW.MEXICO",5
"6886",126,2014-01-01,"NEW.MEXICO",3
"6887",127,2014-07-01,"NEW.MEXICO",12
"6888",128,2014-06-01,"NEW.MEXICO",9
"6889",129,2014-03-01,"NEW.MEXICO",2
"6890",130,2014-05-01,"NEW.MEXICO",11
"6891",131,2014-11-01,"NEW.MEXICO",5
"6892",132,2014-10-01,"NEW.MEXICO",NA
"6893",133,2014-09-01,"NEW.MEXICO",8
"6894",134,2015-04-01,"NEW.MEXICO",1
"6895",135,2015-08-01,"NEW.MEXICO",2
"6896",136,2015-12-01,"NEW.MEXICO",4
"6897",137,2015-02-01,"NEW.MEXICO",NA
"6898",138,2015-01-01,"NEW.MEXICO",3
"6899",139,2015-07-01,"NEW.MEXICO",2
"6900",140,2015-06-01,"NEW.MEXICO",2
"6901",141,2015-03-01,"NEW.MEXICO",4
"6902",142,2015-05-01,"NEW.MEXICO",3
"6903",143,2015-11-01,"NEW.MEXICO",NA
"6904",144,2015-10-01,"NEW.MEXICO",2
"6905",145,2015-09-01,"NEW.MEXICO",NA
"6906",146,2016-04-01,"NEW.MEXICO",NA
"6907",147,2016-08-01,"NEW.MEXICO",5
"6908",148,2016-12-01,"NEW.MEXICO",NA
"6909",149,2016-02-01,"NEW.MEXICO",NA
"6910",150,2016-01-01,"NEW.MEXICO",NA
"6911",151,2016-07-01,"NEW.MEXICO",1
"6912",152,2016-06-01,"NEW.MEXICO",NA
"6913",153,2016-03-01,"NEW.MEXICO",NA
"6914",154,2016-05-01,"NEW.MEXICO",NA
"6915",155,2016-11-01,"NEW.MEXICO",1
"6916",156,2016-10-01,"NEW.MEXICO",NA
"6917",157,2016-09-01,"NEW.MEXICO",NA
"6918",158,2017-04-01,"NEW.MEXICO",NA
"6919",159,2017-08-01,"NEW.MEXICO",2
"6920",160,2017-12-01,"NEW.MEXICO",NA
"6921",161,2017-02-01,"NEW.MEXICO",NA
"6922",162,2017-01-01,"NEW.MEXICO",NA
"6923",163,2017-07-01,"NEW.MEXICO",NA
"6924",164,2017-06-01,"NEW.MEXICO",1
"6925",165,2017-03-01,"NEW.MEXICO",1
"6926",166,2017-05-01,"NEW.MEXICO",NA
"6927",167,2017-11-01,"NEW.MEXICO",NA
"6928",168,2017-10-01,"NEW.MEXICO",1
"6929",169,2017-09-01,"NEW.MEXICO",2
"6930",1,2004-04-01,"OREGON",NA
"6931",2,2004-08-01,"OREGON",NA
"6932",3,2004-12-01,"OREGON",NA
"6933",4,2004-02-01,"OREGON",NA
"6934",5,2004-01-01,"OREGON",NA
"6935",6,2004-07-01,"OREGON",NA
"6936",7,2004-06-01,"OREGON",NA
"6937",8,2004-03-01,"OREGON",NA
"6938",9,2004-05-01,"OREGON",NA
"6939",10,2004-11-01,"OREGON",NA
"6940",11,2004-10-01,"OREGON",NA
"6941",12,2004-09-01,"OREGON",NA
"6942",13,2005-04-01,"OREGON",1
"6943",14,2005-08-01,"OREGON",NA
"6944",15,2005-12-01,"OREGON",7
"6945",16,2005-02-01,"OREGON",NA
"6946",17,2005-01-01,"OREGON",NA
"6947",18,2005-07-01,"OREGON",NA
"6948",19,2005-06-01,"OREGON",NA
"6949",20,2005-03-01,"OREGON",NA
"6950",21,2005-05-01,"OREGON",NA
"6951",22,NA,"OREGON",NA
"6952",23,2005-11-01,"OREGON",NA
"6953",24,2005-10-01,"OREGON",NA
"6954",25,2005-09-01,"OREGON",NA
"6955",26,2006-04-01,"OREGON",NA
"6956",27,2006-08-01,"OREGON",NA
"6957",28,2006-12-01,"OREGON",1
"6958",29,2006-02-01,"OREGON",NA
"6959",30,2006-01-01,"OREGON",2
"6960",31,2006-07-01,"OREGON",5
"6961",32,2006-06-01,"OREGON",1
"6962",33,2006-03-01,"OREGON",NA
"6963",34,2006-05-01,"OREGON",NA
"6964",35,2006-11-01,"OREGON",2
"6965",36,2006-10-01,"OREGON",NA
"6966",37,2006-09-01,"OREGON",NA
"6967",38,2007-04-01,"OREGON",NA
"6968",39,2007-08-01,"OREGON",NA
"6969",40,2007-12-01,"OREGON",9
"6970",41,2007-02-01,"OREGON",NA
"6971",42,2007-01-01,"OREGON",2
"6972",43,2007-07-01,"OREGON",NA
"6973",44,2007-06-01,"OREGON",NA
"6974",45,2007-03-01,"OREGON",NA
"6975",46,2007-05-01,"OREGON",NA
"6976",47,2007-11-01,"OREGON",NA
"6977",48,2007-10-01,"OREGON",NA
"6978",49,2007-09-01,"OREGON",NA
"6979",50,2008-04-01,"OREGON",NA
"6980",51,2008-08-01,"OREGON",1
"6981",52,2008-12-01,"OREGON",3
"6982",53,2008-02-01,"OREGON",NA
"6983",54,2008-01-01,"OREGON",1
"6984",55,2008-07-01,"OREGON",NA
"6985",56,2008-06-01,"OREGON",NA
"6986",57,2008-03-01,"OREGON",NA
"6987",58,2008-05-01,"OREGON",NA
"6988",59,2008-11-01,"OREGON",NA
"6989",60,2008-10-01,"OREGON",NA
"6990",61,2008-09-01,"OREGON",NA
"6991",62,2009-04-01,"OREGON",NA
"6992",63,2009-08-01,"OREGON",1
"6993",64,2009-12-01,"OREGON",NA
"6994",65,2009-02-01,"OREGON",NA
"6995",66,2009-01-01,"OREGON",2
"6996",67,2009-07-01,"OREGON",NA
"6997",68,2009-06-01,"OREGON",2
"6998",69,2009-03-01,"OREGON",NA
"6999",70,2009-05-01,"OREGON",NA
"7000",71,2009-11-01,"OREGON",NA
"7001",72,2009-10-01,"OREGON",NA
"7002",73,2009-09-01,"OREGON",NA
"7003",74,2010-04-01,"OREGON",NA
"7004",75,2010-08-01,"OREGON",NA
"7005",76,2010-12-01,"OREGON",2
"7006",77,2010-02-01,"OREGON",NA
"7007",78,2010-01-01,"OREGON",NA
"7008",79,2010-07-01,"OREGON",1
"7009",80,2010-06-01,"OREGON",1
"7010",81,2010-03-01,"OREGON",NA
"7011",82,2010-05-01,"OREGON",NA
"7012",83,2010-11-01,"OREGON",NA
"7013",84,2010-10-01,"OREGON",NA
"7014",85,2010-09-01,"OREGON",NA
"7015",86,2011-04-01,"OREGON",NA
"7016",87,2011-08-01,"OREGON",NA
"7017",88,2011-12-01,"OREGON",NA
"7018",89,2011-02-01,"OREGON",NA
"7019",90,2011-01-01,"OREGON",1
"7020",91,2011-07-01,"OREGON",NA
"7021",92,2011-06-01,"OREGON",1
"7022",93,2011-03-01,"OREGON",NA
"7023",94,2011-05-01,"OREGON",1
"7024",95,2011-11-01,"OREGON",NA
"7025",96,2011-10-01,"OREGON",NA
"7026",97,2011-09-01,"OREGON",NA
"7027",98,2012-04-01,"OREGON",NA
"7028",99,2012-08-01,"OREGON",NA
"7029",100,2012-12-01,"OREGON",NA
"7030",101,2012-02-01,"OREGON",NA
"7031",102,2012-01-01,"OREGON",5
"7032",103,2012-07-01,"OREGON",1
"7033",104,2012-06-01,"OREGON",NA
"7034",105,2012-03-01,"OREGON",3
"7035",106,2012-05-01,"OREGON",NA
"7036",107,2012-11-01,"OREGON",3
"7037",108,2012-10-01,"OREGON",NA
"7038",109,2012-09-01,"OREGON",NA
"7039",110,2013-04-01,"OREGON",1
"7040",111,2013-08-01,"OREGON",NA
"7041",112,2013-12-01,"OREGON",NA
"7042",113,2013-02-01,"OREGON",NA
"7043",114,2013-01-01,"OREGON",NA
"7044",115,2013-07-01,"OREGON",NA
"7045",116,2013-06-01,"OREGON",NA
"7046",117,2013-03-01,"OREGON",NA
"7047",118,2013-05-01,"OREGON",NA
"7048",119,2013-11-01,"OREGON",NA
"7049",120,2013-10-01,"OREGON",NA
"7050",121,2013-09-01,"OREGON",NA
"7051",122,2014-04-01,"OREGON",NA
"7052",123,2014-08-01,"OREGON",NA
"7053",124,2014-12-01,"OREGON",1
"7054",125,2014-02-01,"OREGON",2
"7055",126,2014-01-01,"OREGON",NA
"7056",127,2014-07-01,"OREGON",NA
"7057",128,2014-06-01,"OREGON",NA
"7058",129,2014-03-01,"OREGON",NA
"7059",130,2014-05-01,"OREGON",NA
"7060",131,2014-11-01,"OREGON",NA
"7061",132,2014-10-01,"OREGON",NA
